arm,engine_id,sensor,cued,claimed,canonical,cue_says,actual_shown,pred_rul,true_rul
nocue,39,s11,True,absent,increase,,decrease,42,125.0
nocue,39,s12,True,increase,increase,,increase,42,125.0
nocue,39,s14,True,absent,decrease,,increase,42,125.0
nocue,39,s15,True,absent,increase,,decrease,42,125.0
nocue,40,s4,False,unspecified,increase,,increase,42,28.0
nocue,40,s7,False,increase,decrease,,decrease,42,28.0
nocue,40,s9,True,absent,decrease,,increase,42,28.0
nocue,40,s11,True,unspecified,increase,,increase,42,28.0
nocue,40,s12,True,absent,increase,,decrease,42,28.0
nocue,40,s14,True,absent,decrease,,increase,42,28.0
nocue,40,s15,True,absent,increase,,decrease,42,28.0
nocue,41,s4,False,unspecified,increase,,increase,23,18.0
nocue,41,s7,False,increase,decrease,,decrease,23,18.0
nocue,41,s9,True,absent,decrease,,decrease,23,18.0
nocue,41,s11,True,absent,increase,,increase,23,18.0
nocue,41,s12,True,increase,increase,,decrease,23,18.0
nocue,41,s14,True,absent,decrease,,decrease,23,18.0
nocue,41,s15,True,absent,increase,,increase,23,18.0
nocue,42,s4,False,increase,increase,,increase,23,10.0
nocue,42,s7,False,unspecified,decrease,,decrease,23,10.0
nocue,42,s9,True,absent,decrease,,decrease,23,10.0
nocue,42,s11,True,absent,increase,,increase,23,10.0
nocue,42,s12,True,increase,increase,,decrease,23,10.0
nocue,42,s14,True,absent,decrease,,decrease,23,10.0
nocue,42,s15,True,absent,increase,,increase,23,10.0
nocue,43,s4,False,unspecified,increase,,increase,22,59.0
nocue,43,s7,False,increase,decrease,,decrease,22,59.0
nocue,43,s9,True,absent,decrease,,decrease,22,59.0
nocue,43,s11,True,absent,increase,,increase,22,59.0
nocue,43,s12,True,increase,increase,,decrease,22,59.0
nocue,43,s14,True,absent,decrease,,stable,22,59.0
nocue,43,s15,True,absent,increase,,increase,22,59.0
nocue,44,s4,False,absent,increase,,increase,23,109.0
nocue,44,s7,False,increase,decrease,,decrease,23,109.0
nocue,44,s9,True,absent,decrease,,increase,23,109.0
nocue,44,s11,True,absent,increase,,increase,23,109.0
nocue,44,s12,True,increase,increase,,increase,23,109.0
nocue,44,s14,True,absent,decrease,,decrease,23,109.0
nocue,44,s15,True,absent,increase,,increase,23,109.0
nocue,45,s4,False,absent,increase,,increase,23,114.0
nocue,45,s7,False,increase,decrease,,increase,23,114.0
nocue,45,s9,True,absent,decrease,,increase,23,114.0
nocue,45,s11,True,absent,increase,,increase,23,114.0
nocue,45,s12,True,increase,increase,,decrease,23,114.0
nocue,45,s14,True,absent,decrease,,stable,23,114.0
nocue,45,s15,True,absent,increase,,increase,23,114.0
nocue,46,s4,False,increase,increase,,increase,23,47.0
nocue,46,s7,False,increase,decrease,,increase,23,47.0
nocue,46,s9,True,stable,decrease,,increase,23,47.0
nocue,46,s11,True,absent,increase,,increase,23,47.0
nocue,46,s12,True,absent,increase,,decrease,23,47.0
nocue,46,s14,True,absent,decrease,,stable,23,47.0
nocue,46,s15,True,absent,increase,,increase,23,47.0
nocue,47,s4,False,absent,increase,,decrease,23,125.0
nocue,47,s7,False,increase,decrease,,increase,23,125.0
nocue,47,s9,True,unspecified,decrease,,increase,23,125.0
nocue,47,s11,True,absent,increase,,decrease,23,125.0
nocue,47,s12,True,increase,increase,,increase,23,125.0
nocue,47,s14,True,unspecified,decrease,,increase,23,125.0
nocue,47,s15,True,absent,increase,,increase,23,125.0
nocue,48,s4,False,absent,increase,,decrease,23,92.0
nocue,48,s7,False,increase,decrease,,increase,23,92.0
nocue,48,s9,True,absent,decrease,,stable,23,92.0
nocue,48,s11,True,absent,increase,,increase,23,92.0
nocue,48,s12,True,increase,increase,,increase,23,92.0
nocue,48,s14,True,absent,decrease,,stable,23,92.0
nocue,48,s15,True,absent,increase,,increase,23,92.0
nocue,49,s4,False,increase,increase,,increase,23,21.0
nocue,49,s7,False,unspecified,decrease,,decrease,23,21.0
nocue,49,s9,True,absent,decrease,,decrease,23,21.0
nocue,49,s11,True,increase,increase,,increase,23,21.0
nocue,49,s12,True,absent,increase,,decrease,23,21.0
nocue,49,s14,True,absent,decrease,,stable,23,21.0
nocue,49,s15,True,absent,increase,,increase,23,21.0
nocue,50,s4,False,absent,increase,,decrease,23,79.0
nocue,50,s7,False,increase,decrease,,decrease,23,79.0
nocue,50,s9,True,unspecified,decrease,,increase,23,79.0
nocue,50,s11,True,absent,increase,,increase,23,79.0
nocue,50,s12,True,increase,increase,,increase,23,79.0
nocue,50,s14,True,absent,decrease,,stable,23,79.0
nocue,50,s15,True,unspecified,increase,,increase,23,79.0
nocue,51,s4,False,absent,increase,,increase,42,114.0
nocue,51,s7,False,increase,decrease,,decrease,42,114.0
nocue,51,s9,True,decrease,decrease,,increase,42,114.0
nocue,51,s11,True,absent,increase,,decrease,42,114.0
nocue,51,s12,True,increase,increase,,increase,42,114.0
nocue,51,s14,True,absent,decrease,,stable,42,114.0
nocue,51,s15,True,absent,increase,,increase,42,114.0
nocue,52,s4,False,stable,increase,,increase,23,29.0
nocue,52,s7,False,increase,decrease,,decrease,23,29.0
nocue,52,s9,True,absent,decrease,,increase,23,29.0
nocue,52,s11,True,absent,increase,,increase,23,29.0
nocue,52,s12,True,increase,increase,,decrease,23,29.0
nocue,52,s14,True,absent,decrease,,increase,23,29.0
nocue,52,s15,True,absent,increase,,increase,23,29.0
nocue,53,s4,False,increase,increase,,increase,23,26.0
nocue,53,s7,False,increase,decrease,,decrease,23,26.0
nocue,53,s9,True,absent,decrease,,increase,23,26.0
nocue,53,s11,True,absent,increase,,increase,23,26.0
nocue,53,s12,True,absent,increase,,decrease,23,26.0
nocue,53,s14,True,absent,decrease,,increase,23,26.0
nocue,53,s15,True,absent,increase,,increase,23,26.0
nocue,54,s4,False,absent,increase,,decrease,43,97.0
nocue,54,s7,False,increase,decrease,,decrease,43,97.0
nocue,54,s9,True,absent,decrease,,increase,43,97.0
nocue,54,s11,True,absent,increase,,increase,43,97.0
nocue,54,s12,True,increase,increase,,increase,43,97.0
nocue,54,s14,True,absent,decrease,,increase,43,97.0
nocue,54,s15,True,unspecified,increase,,increase,43,97.0
nocue,55,s4,False,stable,increase,,decrease,42,125.0
nocue,55,s7,False,increase,decrease,,decrease,42,125.0
nocue,55,s9,True,absent,decrease,,stable,42,125.0
nocue,55,s11,True,absent,increase,,increase,42,125.0
nocue,55,s12,True,increase,increase,,increase,42,125.0
nocue,55,s14,True,absent,decrease,,decrease,42,125.0
nocue,55,s15,True,absent,increase,,increase,42,125.0
nocue,56,s4,False,increase,increase,,stable,23,15.0
nocue,56,s7,False,unspecified,decrease,,stable,23,15.0
nocue,56,s9,True,absent,decrease,,decrease,23,15.0
nocue,56,s11,True,increase,increase,,increase,23,15.0
nocue,56,s12,True,absent,increase,,decrease,23,15.0
nocue,56,s14,True,absent,decrease,,decrease,23,15.0
nocue,56,s15,True,absent,increase,,increase,23,15.0
nocue,57,s4,False,absent,increase,,increase,23,103.0
nocue,57,s7,False,increase,decrease,,decrease,23,103.0
nocue,57,s9,True,decrease,decrease,,decrease,23,103.0
nocue,57,s11,True,absent,increase,,decrease,23,103.0
nocue,57,s12,True,increase,increase,,increase,23,103.0
nocue,57,s14,True,absent,decrease,,decrease,23,103.0
nocue,57,s15,True,absent,increase,,increase,23,103.0
nocue,58,s4,False,increase,increase,,increase,23,37.0
nocue,58,s7,False,increase,decrease,,decrease,23,37.0
nocue,58,s9,True,absent,decrease,,stable,23,37.0
nocue,58,s11,True,absent,increase,,increase,23,37.0
nocue,58,s12,True,absent,increase,,decrease,23,37.0
nocue,58,s14,True,absent,decrease,,decrease,23,37.0
nocue,58,s15,True,absent,increase,,increase,23,37.0
nocue,59,s4,False,absent,increase,,increase,42,114.0
nocue,59,s7,False,increase,decrease,,decrease,42,114.0
nocue,59,s9,True,absent,decrease,,increase,42,114.0
nocue,59,s11,True,absent,increase,,decrease,42,114.0
nocue,59,s12,True,increase,increase,,decrease,42,114.0
nocue,59,s14,True,absent,decrease,,stable,42,114.0
nocue,59,s15,True,absent,increase,,decrease,42,114.0
nocue,60,s4,False,absent,increase,,decrease,23,100.0
nocue,60,s7,False,increase,decrease,,decrease,23,100.0
nocue,60,s9,True,absent,decrease,,decrease,23,100.0
nocue,60,s11,True,absent,increase,,increase,23,100.0
nocue,60,s12,True,increase,increase,,decrease,23,100.0
nocue,60,s14,True,absent,decrease,,stable,23,100.0
nocue,60,s15,True,absent,increase,,increase,23,100.0
nocue,61,s4,False,decrease,increase,,increase,23,21.0
nocue,61,s7,False,increase,decrease,,decrease,23,21.0
nocue,61,s9,True,increase,decrease,,decrease,23,21.0
nocue,61,s11,True,absent,increase,,increase,23,21.0
nocue,61,s12,True,absent,increase,,decrease,23,21.0
nocue,61,s14,True,absent,decrease,,increase,23,21.0
nocue,61,s15,True,absent,increase,,increase,23,21.0
nocue,62,s4,False,absent,increase,,increase,42,54.0
nocue,62,s7,False,increase,decrease,,stable,42,54.0
nocue,62,s9,True,absent,decrease,,increase,42,54.0
nocue,62,s11,True,absent,increase,,increase,42,54.0
nocue,62,s12,True,increase,increase,,decrease,42,54.0
nocue,62,s14,True,absent,decrease,,increase,42,54.0
nocue,62,s15,True,absent,increase,,increase,42,54.0
nocue,63,s4,False,increase,increase,,increase,23,72.0
nocue,63,s7,False,increase,decrease,,decrease,23,72.0
nocue,63,s9,True,decrease,decrease,,increase,23,72.0
nocue,63,s11,True,absent,increase,,increase,23,72.0
nocue,63,s12,True,absent,increase,,increase,23,72.0
nocue,63,s14,True,absent,decrease,,increase,23,72.0
nocue,63,s15,True,absent,increase,,increase,23,72.0
nocue,64,s4,False,absent,increase,,increase,23,28.0
nocue,64,s7,False,increase,decrease,,decrease,23,28.0
nocue,64,s9,True,absent,decrease,,decrease,23,28.0
nocue,64,s11,True,increase,increase,,increase,23,28.0
nocue,64,s12,True,absent,increase,,decrease,23,28.0
nocue,64,s14,True,absent,decrease,,decrease,23,28.0
nocue,64,s15,True,absent,increase,,increase,23,28.0
nocue,65,s4,False,absent,increase,,increase,42,125.0
nocue,65,s7,False,increase,decrease,,decrease,42,125.0
nocue,65,s9,True,absent,decrease,,stable,42,125.0
nocue,65,s11,True,absent,increase,,decrease,42,125.0
nocue,65,s12,True,increase,increase,,increase,42,125.0
nocue,65,s14,True,absent,decrease,,increase,42,125.0
nocue,65,s15,True,absent,increase,,increase,42,125.0
nocue,66,s4,False,increase,increase,,increase,23,14.0
nocue,66,s7,False,decrease,decrease,,decrease,23,14.0
nocue,66,s9,True,absent,decrease,,increase,23,14.0
nocue,66,s11,True,increase,increase,,increase,23,14.0
nocue,66,s12,True,absent,increase,,stable,23,14.0
nocue,66,s14,True,absent,decrease,,increase,23,14.0
nocue,66,s15,True,absent,increase,,increase,23,14.0
nocue,67,s4,False,absent,increase,,increase,42,77.0
nocue,67,s7,False,increase,decrease,,increase,42,77.0
nocue,67,s9,True,absent,decrease,,decrease,42,77.0
nocue,67,s11,True,absent,increase,,decrease,42,77.0
nocue,67,s12,True,increase,increase,,decrease,42,77.0
nocue,67,s14,True,absent,decrease,,stable,42,77.0
nocue,67,s15,True,absent,increase,,decrease,42,77.0
nocue,68,s4,False,increase,increase,,increase,23,8.0
nocue,68,s7,False,increase,decrease,,decrease,23,8.0
nocue,68,s9,True,absent,decrease,,increase,23,8.0
nocue,68,s11,True,absent,increase,,increase,23,8.0
nocue,68,s12,True,absent,increase,,decrease,23,8.0
nocue,68,s14,True,absent,decrease,,increase,23,8.0
nocue,68,s15,True,absent,increase,,increase,23,8.0
nocue,69,s4,False,absent,increase,,increase,42,121.0
nocue,69,s7,False,increase,decrease,,increase,42,121.0
nocue,69,s9,True,absent,decrease,,stable,42,121.0
nocue,69,s11,True,absent,increase,,decrease,42,121.0
nocue,69,s12,True,increase,increase,,decrease,42,121.0
nocue,69,s14,True,absent,decrease,,increase,42,121.0
nocue,69,s15,True,absent,increase,,decrease,42,121.0
nocue,70,s4,False,increase,increase,,decrease,42,94.0
nocue,70,s7,False,increase,decrease,,stable,42,94.0
nocue,70,s9,True,absent,decrease,,stable,42,94.0
nocue,70,s11,True,stable,increase,,increase,42,94.0
nocue,70,s12,True,absent,increase,,increase,42,94.0
nocue,70,s14,True,absent,decrease,,stable,42,94.0
nocue,70,s15,True,absent,increase,,decrease,42,94.0
nocue,71,s4,False,decrease,increase,,increase,42,118.0
nocue,71,s7,False,increase,decrease,,decrease,42,118.0
nocue,71,s9,True,absent,decrease,,increase,42,118.0
nocue,71,s11,True,absent,increase,,increase,42,118.0
nocue,71,s12,True,increase,increase,,increase,42,118.0
nocue,71,s14,True,absent,decrease,,decrease,42,118.0
nocue,71,s15,True,absent,increase,,increase,42,118.0
nocue,72,s4,False,absent,increase,,increase,23,50.0
nocue,72,s7,False,increase,decrease,,decrease,23,50.0
nocue,72,s9,True,absent,decrease,,stable,23,50.0
nocue,72,s11,True,absent,increase,,increase,23,50.0
nocue,72,s12,True,increase,increase,,decrease,23,50.0
nocue,72,s14,True,absent,decrease,,increase,23,50.0
nocue,72,s15,True,absent,increase,,increase,23,50.0
nocue,73,s4,False,absent,increase,,decrease,23,125.0
nocue,73,s7,False,increase,decrease,,increase,23,125.0
nocue,73,s9,True,absent,decrease,,decrease,23,125.0
nocue,73,s11,True,absent,increase,,decrease,23,125.0
nocue,73,s12,True,increase,increase,,decrease,23,125.0
nocue,73,s14,True,absent,decrease,,decrease,23,125.0
nocue,73,s15,True,absent,increase,,increase,23,125.0
nocue,74,s4,False,absent,increase,,increase,23,125.0
nocue,74,s7,False,increase,decrease,,decrease,23,125.0
nocue,74,s9,True,absent,decrease,,increase,23,125.0
nocue,74,s11,True,absent,increase,,increase,23,125.0
nocue,74,s12,True,increase,increase,,decrease,23,125.0
nocue,74,s14,True,absent,decrease,,decrease,23,125.0
nocue,74,s15,True,absent,increase,,decrease,23,125.0
nocue,75,s4,False,unspecified,increase,,increase,23,113.0
nocue,75,s7,False,increase,decrease,,increase,23,113.0
nocue,75,s9,True,unspecified,decrease,,decrease,23,113.0
nocue,75,s11,True,absent,increase,,increase,23,113.0
nocue,75,s12,True,increase,increase,,decrease,23,113.0
nocue,75,s14,True,absent,decrease,,decrease,23,113.0
nocue,75,s15,True,absent,increase,,increase,23,113.0
nocue,76,s4,False,increase,increase,,increase,23,10.0
nocue,76,s7,False,unspecified,decrease,,decrease,23,10.0
nocue,76,s9,True,absent,decrease,,increase,23,10.0
nocue,76,s11,True,absent,increase,,increase,23,10.0
nocue,76,s12,True,increase,increase,,decrease,23,10.0
nocue,76,s14,True,absent,decrease,,increase,23,10.0
nocue,76,s15,True,absent,increase,,increase,23,10.0
nocue,77,s4,False,increase,increase,,increase,23,34.0
nocue,77,s7,False,unspecified,decrease,,decrease,23,34.0
nocue,77,s9,True,absent,decrease,,increase,23,34.0
nocue,77,s11,True,absent,increase,,increase,23,34.0
nocue,77,s12,True,increase,increase,,decrease,23,34.0
nocue,77,s14,True,absent,decrease,,increase,23,34.0
nocue,77,s15,True,absent,increase,,decrease,23,34.0
nocue,78,s4,False,absent,increase,,decrease,23,107.0
nocue,78,s7,False,increase,decrease,,increase,23,107.0
nocue,78,s9,True,absent,decrease,,increase,23,107.0
nocue,78,s11,True,absent,increase,,stable,23,107.0
nocue,78,s12,True,increase,increase,,increase,23,107.0
nocue,78,s14,True,absent,decrease,,increase,23,107.0
nocue,78,s15,True,absent,increase,,decrease,23,107.0
nocue,79,s4,False,absent,increase,,decrease,23,63.0
nocue,79,s7,False,increase,decrease,,decrease,23,63.0
nocue,79,s9,True,absent,decrease,,decrease,23,63.0
nocue,79,s11,True,absent,increase,,increase,23,63.0
nocue,79,s12,True,increase,increase,,stable,23,63.0
nocue,79,s14,True,absent,decrease,,decrease,23,63.0
nocue,79,s15,True,absent,increase,,increase,23,63.0
nocue,80,s4,False,absent,increase,,increase,23,90.0
nocue,80,s7,False,increase,decrease,,decrease,23,90.0
nocue,80,s9,True,absent,decrease,,stable,23,90.0
nocue,80,s11,True,absent,increase,,increase,23,90.0
nocue,80,s12,True,increase,increase,,decrease,23,90.0
nocue,80,s14,True,absent,decrease,,decrease,23,90.0
nocue,80,s15,True,absent,increase,,increase,23,90.0
nocue,81,s4,False,increase,increase,,increase,42,8.0
nocue,81,s7,False,unspecified,decrease,,decrease,42,8.0
nocue,81,s9,True,absent,decrease,,increase,42,8.0
nocue,81,s11,True,increase,increase,,increase,42,8.0
nocue,81,s12,True,absent,increase,,decrease,42,8.0
nocue,81,s14,True,absent,decrease,,increase,42,8.0
nocue,81,s15,True,absent,increase,,increase,42,8.0
nocue,82,s4,False,unspecified,increase,,increase,23,9.0
nocue,82,s7,False,increase,decrease,,decrease,23,9.0
nocue,82,s9,True,absent,decrease,,increase,23,9.0
nocue,82,s11,True,increase,increase,,increase,23,9.0
nocue,82,s12,True,absent,increase,,decrease,23,9.0
nocue,82,s14,True,absent,decrease,,decrease,23,9.0
nocue,82,s15,True,absent,increase,,increase,23,9.0
nocue,83,s4,False,absent,increase,,stable,42,125.0
nocue,83,s7,False,increase,decrease,,decrease,42,125.0
nocue,83,s9,True,absent,decrease,,decrease,42,125.0
nocue,83,s11,True,absent,increase,,decrease,42,125.0
nocue,83,s12,True,increase,increase,,decrease,42,125.0
nocue,83,s14,True,absent,decrease,,increase,42,125.0
nocue,83,s15,True,absent,increase,,increase,42,125.0
nocue,84,s4,False,increase,increase,,increase,23,58.0
nocue,84,s7,False,increase,decrease,,decrease,23,58.0
nocue,84,s9,True,unspecified,decrease,,stable,23,58.0
nocue,84,s11,True,unspecified,increase,,decrease,23,58.0
nocue,84,s12,True,absent,increase,,increase,23,58.0
nocue,84,s14,True,absent,decrease,,decrease,23,58.0
nocue,84,s15,True,absent,increase,,decrease,23,58.0
nocue,85,s4,False,absent,increase,,increase,23,118.0
nocue,85,s7,False,increase,decrease,,increase,23,118.0
nocue,85,s9,True,increase,decrease,,decrease,23,118.0
nocue,85,s11,True,absent,increase,,increase,23,118.0
nocue,85,s12,True,increase,increase,,increase,23,118.0
nocue,85,s14,True,absent,decrease,,stable,23,118.0
nocue,85,s15,True,absent,increase,,decrease,23,118.0
nocue,86,s4,False,absent,increase,,decrease,23,89.0
nocue,86,s7,False,increase,decrease,,stable,23,89.0
nocue,86,s9,True,absent,decrease,,increase,23,89.0
nocue,86,s11,True,absent,increase,,increase,23,89.0
nocue,86,s12,True,increase,increase,,decrease,23,89.0
nocue,86,s14,True,absent,decrease,,increase,23,89.0
nocue,86,s15,True,absent,increase,,increase,23,89.0
nocue,87,s4,False,absent,increase,,decrease,42,116.0
nocue,87,s7,False,increase,decrease,,decrease,42,116.0
nocue,87,s9,True,absent,decrease,,decrease,42,116.0
nocue,87,s11,True,absent,increase,,decrease,42,116.0
nocue,87,s12,True,increase,increase,,increase,42,116.0
nocue,87,s14,True,absent,decrease,,stable,42,116.0
nocue,87,s15,True,absent,increase,,increase,42,116.0
nocue,88,s4,False,absent,increase,,decrease,23,115.0
nocue,88,s7,False,increase,decrease,,increase,23,115.0
nocue,88,s9,True,unspecified,decrease,,increase,23,115.0
nocue,88,s11,True,absent,increase,,decrease,23,115.0
nocue,88,s12,True,increase,increase,,increase,23,115.0
nocue,88,s14,True,absent,decrease,,increase,23,115.0
nocue,88,s15,True,absent,increase,,decrease,23,115.0
nocue,89,s4,False,absent,increase,,increase,23,125.0
nocue,89,s7,False,increase,decrease,,stable,23,125.0
nocue,89,s9,True,decrease,decrease,,increase,23,125.0
nocue,89,s11,True,absent,increase,,decrease,23,125.0
nocue,89,s12,True,increase,increase,,decrease,23,125.0
nocue,89,s14,True,absent,decrease,,stable,23,125.0
nocue,89,s15,True,absent,increase,,increase,23,125.0
nocue,90,s4,False,increase,increase,,increase,23,28.0
nocue,90,s7,False,increase,decrease,,decrease,23,28.0
nocue,90,s9,True,absent,decrease,,increase,23,28.0
nocue,90,s11,True,absent,increase,,increase,23,28.0
nocue,90,s12,True,absent,increase,,increase,23,28.0
nocue,90,s14,True,absent,decrease,,increase,23,28.0
nocue,90,s15,True,absent,increase,,increase,23,28.0
nocue,91,s4,False,increase,increase,,increase,23,38.0
nocue,91,s7,False,absent,decrease,,decrease,23,38.0
nocue,91,s9,True,decrease,decrease,,increase,23,38.0
nocue,91,s11,True,increase,increase,,increase,23,38.0
nocue,91,s12,True,absent,increase,,increase,23,38.0
nocue,91,s14,True,absent,decrease,,stable,23,38.0
nocue,91,s15,True,absent,increase,,increase,23,38.0
nocue,92,s4,False,increase,increase,,decrease,23,20.0
nocue,92,s7,False,increase,decrease,,decrease,23,20.0
nocue,92,s9,True,unspecified,decrease,,increase,23,20.0
nocue,92,s11,True,decrease,increase,,increase,23,20.0
nocue,92,s12,True,absent,increase,,decrease,23,20.0
nocue,92,s14,True,absent,decrease,,increase,23,20.0
nocue,92,s15,True,absent,increase,,stable,23,20.0
nocue,93,s4,False,increase,increase,,stable,23,85.0
nocue,93,s7,False,increase,decrease,,increase,23,85.0
nocue,93,s9,True,absent,decrease,,increase,23,85.0
nocue,93,s11,True,unspecified,increase,,decrease,23,85.0
nocue,93,s12,True,unspecified,increase,,increase,23,85.0
nocue,93,s14,True,absent,decrease,,increase,23,85.0
nocue,93,s15,True,absent,increase,,increase,23,85.0
nocue,94,s4,False,absent,increase,,increase,23,55.0
nocue,94,s7,False,increase,decrease,,stable,23,55.0
nocue,94,s9,True,absent,decrease,,decrease,23,55.0
nocue,94,s11,True,absent,increase,,increase,23,55.0
nocue,94,s12,True,absent,increase,,decrease,23,55.0
nocue,94,s14,True,absent,decrease,,stable,23,55.0
nocue,94,s15,True,unspecified,increase,,increase,23,55.0
nocue,95,s4,False,unspecified,increase,,decrease,42,125.0
nocue,95,s7,False,increase,decrease,,decrease,42,125.0
nocue,95,s9,True,absent,decrease,,stable,42,125.0
nocue,95,s11,True,absent,increase,,increase,42,125.0
nocue,95,s12,True,increase,increase,,stable,42,125.0
nocue,95,s14,True,absent,decrease,,increase,42,125.0
nocue,95,s15,True,absent,increase,,increase,42,125.0
nocue,96,s4,False,absent,increase,,increase,42,125.0
nocue,96,s7,False,increase,decrease,,decrease,42,125.0
nocue,96,s9,True,unspecified,decrease,,decrease,42,125.0
nocue,96,s11,True,absent,increase,,increase,42,125.0
nocue,96,s12,True,increase,increase,,increase,42,125.0
nocue,96,s14,True,absent,decrease,,stable,42,125.0
nocue,96,s15,True,absent,increase,,increase,42,125.0
nocue,97,s4,False,absent,increase,,increase,42,82.0
nocue,97,s7,False,increase,decrease,,decrease,42,82.0
nocue,97,s9,True,absent,decrease,,increase,42,82.0
nocue,97,s11,True,absent,increase,,increase,42,82.0
nocue,97,s12,True,absent,increase,,decrease,42,82.0
nocue,97,s14,True,absent,decrease,,increase,42,82.0
nocue,97,s15,True,absent,increase,,increase,42,82.0
nocue,98,s4,False,absent,increase,,increase,23,59.0
nocue,98,s7,False,increase,decrease,,increase,23,59.0
nocue,98,s9,True,absent,decrease,,increase,23,59.0
nocue,98,s11,True,unspecified,increase,,increase,23,59.0
nocue,98,s12,True,increase,increase,,increase,23,59.0
nocue,98,s14,True,absent,decrease,,increase,23,59.0
nocue,98,s15,True,absent,increase,,increase,23,59.0
nocue,99,s4,False,absent,increase,,increase,42,117.0
nocue,99,s7,False,increase,decrease,,increase,42,117.0
nocue,99,s9,True,absent,decrease,,increase,42,117.0
nocue,99,s11,True,absent,increase,,increase,42,117.0
nocue,99,s12,True,increase,increase,,decrease,42,117.0
nocue,99,s14,True,absent,decrease,,increase,42,117.0
nocue,99,s15,True,increase,increase,,decrease,42,117.0
nocue,100,s4,False,increase,increase,,increase,23,20.0
nocue,100,s7,False,increase,decrease,,decrease,23,20.0
nocue,100,s9,True,absent,decrease,,increase,23,20.0
nocue,100,s11,True,absent,increase,,increase,23,20.0
nocue,100,s12,True,increase,increase,,decrease,23,20.0
nocue,100,s14,True,absent,decrease,,increase,23,20.0
nocue,100,s15,True,absent,increase,,increase,23,20.0
invcue,1,s4,False,absent,increase,,increase,23,112.0
invcue,1,s7,False,absent,decrease,,decrease,23,112.0
invcue,1,s9,True,stable,decrease,increase,stable,23,112.0
invcue,1,s11,True,increase,increase,decrease,decrease,23,112.0
invcue,1,s12,True,increase,increase,decrease,decrease,23,112.0
invcue,1,s14,True,stable,decrease,increase,decrease,23,112.0
invcue,1,s15,True,absent,increase,decrease,increase,23,112.0
invcue,2,s4,False,absent,increase,,increase,23,98.0
invcue,2,s7,False,absent,decrease,,stable,23,98.0
invcue,2,s9,True,increase,decrease,increase,decrease,23,98.0
invcue,2,s11,True,increase,increase,decrease,increase,23,98.0
invcue,2,s12,True,increase,increase,decrease,increase,23,98.0
invcue,2,s14,True,increase,decrease,increase,decrease,23,98.0
invcue,2,s15,True,absent,increase,decrease,decrease,23,98.0
invcue,3,s4,False,absent,increase,,increase,23,69.0
invcue,3,s7,False,absent,decrease,,decrease,23,69.0
invcue,3,s9,True,increase,decrease,increase,stable,23,69.0
invcue,3,s11,True,decrease,increase,decrease,increase,23,69.0
invcue,3,s12,True,decrease,increase,decrease,decrease,23,69.0
invcue,3,s14,True,increase,decrease,increase,increase,23,69.0
invcue,3,s15,True,absent,increase,decrease,decrease,23,69.0
invcue,4,s4,False,absent,increase,,decrease,23,82.0
invcue,4,s7,False,absent,decrease,,decrease,23,82.0
invcue,4,s9,True,increase,decrease,increase,stable,23,82.0
invcue,4,s11,True,increase,increase,decrease,increase,23,82.0
invcue,4,s12,True,increase,increase,decrease,increase,23,82.0
invcue,4,s14,True,increase,decrease,increase,decrease,23,82.0
invcue,4,s15,True,absent,increase,decrease,increase,23,82.0
invcue,5,s4,False,absent,increase,,increase,23,91.0
invcue,5,s7,False,absent,decrease,,increase,23,91.0
invcue,5,s9,True,unspecified,decrease,increase,increase,23,91.0
invcue,5,s11,True,decrease,increase,decrease,decrease,23,91.0
invcue,5,s12,True,decrease,increase,decrease,decrease,23,91.0
invcue,5,s14,True,unspecified,decrease,increase,stable,23,91.0
invcue,5,s15,True,absent,increase,decrease,decrease,23,91.0
invcue,6,s4,False,absent,increase,,decrease,23,93.0
invcue,6,s7,False,absent,decrease,,increase,23,93.0
invcue,6,s9,True,decrease,decrease,increase,increase,23,93.0
invcue,6,s11,True,increase,increase,decrease,increase,23,93.0
invcue,6,s12,True,increase,increase,decrease,increase,23,93.0
invcue,6,s14,True,decrease,decrease,increase,increase,23,93.0
invcue,6,s15,True,increase,increase,decrease,decrease,23,93.0
invcue,7,s4,False,absent,increase,,increase,23,91.0
invcue,7,s7,False,absent,decrease,,decrease,23,91.0
invcue,7,s9,True,decrease,decrease,increase,increase,23,91.0
invcue,7,s11,True,increase,increase,decrease,increase,23,91.0
invcue,7,s12,True,increase,increase,decrease,increase,23,91.0
invcue,7,s14,True,decrease,decrease,increase,increase,23,91.0
invcue,7,s15,True,increase,increase,decrease,decrease,23,91.0
invcue,8,s4,False,absent,increase,,increase,23,95.0
invcue,8,s7,False,absent,decrease,,increase,23,95.0
invcue,8,s9,True,increase,decrease,increase,stable,23,95.0
invcue,8,s11,True,increase,increase,decrease,decrease,23,95.0
invcue,8,s12,True,increase,increase,decrease,decrease,23,95.0
invcue,8,s14,True,absent,decrease,increase,stable,23,95.0
invcue,8,s15,True,absent,increase,decrease,increase,23,95.0
invcue,9,s4,False,absent,increase,,decrease,23,111.0
invcue,9,s7,False,absent,decrease,,decrease,23,111.0
invcue,9,s9,True,decrease,decrease,increase,stable,23,111.0
invcue,9,s11,True,increase,increase,decrease,decrease,23,111.0
invcue,9,s12,True,increase,increase,decrease,increase,23,111.0
invcue,9,s14,True,decrease,decrease,increase,increase,23,111.0
invcue,9,s15,True,increase,increase,decrease,increase,23,111.0
invcue,10,s4,False,absent,increase,,increase,23,96.0
